timestamp,open,high,low,close,volume
2018-06-15T00:00:00.000Z,6630.5,6631.0,6630.5,6631.0,801611
2018-06-15T00:01:00.000Z,6631.0,6635.0,6631.0,6635.0,582858
2018-06-15T00:02:00.000Z,6635.0,6635.0,6634.0,6634.0,340107
2018-06-15T00:03:00.000Z,6634.0,6634.5,6630.0,6630.0,646621
2018-06-15T00:04:00.000Z,6630.0,6630.5,6630.0,6630.5,242455
2018-06-15T00:05:00.000Z,6630.5,6631.0,6630.0,6630.5,497206
2018-06-15T00:06:00.000Z,6630.5,6631.0,6630.5,6630.5,193847
2018-06-15T00:07:00.000Z,6630.5,6631.0,6630.5,6630.5,190653
2018-06-15T00:08:00.000Z,6630.5,6631.0,6630.5,6630.5,175904
2018-06-15T00:09:00.000Z,6630.5,6631.0,6630.5,6630.5,256892
2018-06-15T00:10:00.000Z,6630.5,6631.0,6625.5,6625.5,1094298
2018-06-15T00:11:00.000Z,6625.5,6626.0,6618.5,6619.0,1939300
2018-06-15T00:12:00.000Z,6619.0,6619.5,6619.0,6619.5,450767
2018-06-15T00:13:00.000Z,6619.5,6624.5,6619.0,6624.0,1122689
2018-06-15T00:14:00.000Z,6624.0,6627.5,6624.0,6627.0,893226
2018-06-15T00:15:00.000Z,6627.0,6630.0,6627.0,6629.5,719713
2018-06-15T00:16:00.000Z,6629.5,6630.0,6627.0,6627.0,407981
2018-06-15T00:17:00.000Z,6627.0,6627.5,6622.0,6623.0,508545
2018-06-15T00:18:00.000Z,6623.0,6623.0,6622.5,6623.0,340218
2018-06-15T00:19:00.000Z,6623.0,6626.5,6622.5,6626.0,123940
2018-06-15T00:20:00.000Z,6626.0,6629.0,6626.0,6629.0,317350
2018-06-15T00:21:00.000Z,6629.0,6630.0,6628.5,6629.5,409028
2018-06-15T00:22:00.000Z,6629.5,6630.0,6629.5,6630.0,85000
2018-06-15T00:23:00.000Z,6630.0,6631.0,6629.5,6631.0,548270
2018-06-15T00:24:00.000Z,6631.0,6633.0,6631.0,6633.0,152562
2018-06-15T00:25:00.000Z,6633.0,6636.0,6632.5,6635.5,1016488
2018-06-15T00:26:00.000Z,6635.5,6636.0,6635.5,6635.5,198197
2018-06-15T00:27:00.000Z,6635.5,6636.0,6635.5,6635.5,117068
2018-06-15T00:28:00.000Z,6635.5,6636.0,6632.5,6632.5,644658
2018-06-15T00:29:00.000Z,6632.5,6633.0,6631.0,6631.0,407225
2018-06-15T00:30:00.000Z,6631.0,6631.5,6629.0,6629.0,639688
2018-06-15T00:31:00.000Z,6629.0,6629.0,6625.0,6625.5,542186
2018-06-15T00:32:00.000Z,6625.5,6625.5,6625.0,6625.5,637953
2018-06-15T00:33:00.000Z,6625.5,6625.0,6614.5,6617.5,1767131
2018-06-15T00:34:00.000Z,6617.5,6620.0,6617.0,6620.0,539747
2018-06-15T00:35:00.000Z,6620.0,6620.0,6619.5,6620.0,118708
2018-06-15T00:36:00.000Z,6620.0,6620.0,6619.5,6620.0,302709
2018-06-15T00:37:00.000Z,6620.0,6620.0,6619.5,6619.5,574588
2018-06-15T00:38:00.000Z,6619.5,6619.5,6612.5,6612.5,1041664
2018-06-15T00:39:00.000Z,6612.5,6612.5,6610.0,6610.0,1143535
2018-06-15T00:40:00.000Z,6610.0,6617.0,6580.0,6604.5,13510303
2018-06-15T00:41:00.000Z,6604.5,6605.0,6585.5,6585.5,3997060
2018-06-15T00:42:00.000Z,6585.5,6601.0,6585.5,6594.5,2835027
2018-06-15T00:43:00.000Z,6594.5,6610.0,6594.5,6605.0,3218759
2018-06-15T00:44:00.000Z,6605.0,6605.0,6603.0,6603.0,644813
2018-06-15T00:45:00.000Z,6603.0,6603.5,6602.5,6602.5,617361
2018-06-15T00:46:00.000Z,6602.5,6602.5,6597.0,6600.0,1240933
2018-06-15T00:47:00.000Z,6600.0,6600.0,6599.5,6600.0,393753
2018-06-15T00:48:00.000Z,6600.0,6604.0,6599.5,6604.0,799501
2018-06-15T00:49:00.000Z,6604.0,6607.5,6604.0,6607.0,713070
2018-06-15T00:50:00.000Z,6607.0,6608.5,6607.0,6608.0,385949
2018-06-15T00:51:00.000Z,6608.0,6612.5,6608.0,6612.5,1179694
2018-06-15T00:52:00.000Z,6612.5,6614.5,6612.5,6614.5,481985
2018-06-15T00:53:00.000Z,6614.5,6616.5,6614.0,6616.0,870096
2018-06-15T00:54:00.000Z,6616.0,6619.0,6616.0,6618.0,2134535
2018-06-15T00:55:00.000Z,6618.0,6621.5,6618.0,6621.5,1009398
2018-06-15T00:56:00.000Z,6621.5,6623.0,6621.5,6622.5,713858
2018-06-15T00:57:00.000Z,6622.5,6623.0,6622.5,6622.5,95398
2018-06-15T00:58:00.000Z,6622.5,6623.0,6618.5,6618.5,797982
2018-06-15T00:59:00.000Z,6618.5,6618.5,6615.0,6616.0,466759
2018-06-15T01:00:00.000Z,6616.0,6616.5,6616.0,6616.0,338370
2018-06-15T01:01:00.000Z,6616.0,6616.5,6616.0,6616.5,620354
2018-06-15T01:02:00.000Z,6616.5,6616.5,6613.0,6613.0,739585
2018-06-15T01:03:00.000Z,6613.0,6613.5,6609.5,6610.0,861346
2018-06-15T01:04:00.000Z,6610.0,6610.5,6609.5,6609.5,387502
2018-06-15T01:05:00.000Z,6609.5,6610.0,6608.5,6608.5,268263
2018-06-15T01:06:00.000Z,6608.5,6609.0,6607.0,6607.5,475468
2018-06-15T01:07:00.000Z,6607.5,6607.5,6607.0,6607.5,21442
2018-06-15T01:08:00.000Z,6607.5,6608.0,6607.0,6608.0,820226
2018-06-15T01:09:00.000Z,6608.0,6611.5,6608.0,6611.5,673233
2018-06-15T01:10:00.000Z,6611.5,6613.5,6611.0,6613.5,496553
2018-06-15T01:11:00.000Z,6613.5,6614.5,6613.5,6614.0,928672
2018-06-15T01:12:00.000Z,6614.0,6614.0,6613.5,6614.0,167947
2018-06-15T01:13:00.000Z,6614.0,6614.0,6613.5,6613.5,282725
2018-06-15T01:14:00.000Z,6613.5,6613.0,6606.0,6606.5,1043589
2018-06-15T01:15:00.000Z,6606.5,6606.5,6606.0,6606.5,694484
2018-06-15T01:16:00.000Z,6606.5,6607.0,6606.0,6607.0,476176
2018-06-15T01:17:00.000Z,6607.0,6609.0,6606.5,6608.5,586975
2018-06-15T01:18:00.000Z,6608.5,6609.0,6608.5,6608.5,162038
2018-06-15T01:19:00.000Z,6608.5,6609.0,6608.5,6609.0,252288
2018-06-15T01:20:00.000Z,6609.0,6609.5,6608.5,6609.5,411496
2018-06-15T01:21:00.000Z,6609.5,6613.5,6608.5,6608.5,1087350
2018-06-15T01:22:00.000Z,6608.5,6608.5,6606.0,6606.5,686563
2018-06-15T01:23:00.000Z,6606.5,6607.0,6606.0,6606.5,270584
2018-06-15T01:24:00.000Z,6606.5,6607.5,6606.5,6607.5,606728
2018-06-15T01:25:00.000Z,6607.5,6610.0,6607.0,6610.0,267577
2018-06-15T01:26:00.000Z,6610.0,6610.0,6609.5,6610.0,109939
2018-06-15T01:27:00.000Z,6610.0,6610.0,6607.5,6607.5,471011
2018-06-15T01:28:00.000Z,6607.5,6607.5,6605.5,6605.5,708560
2018-06-15T01:29:00.000Z,6605.5,6605.5,6596.5,6596.5,1542107
2018-06-15T01:30:00.000Z,6596.5,6604.0,6596.5,6603.5,1344924
2018-06-15T01:31:00.000Z,6603.5,6604.0,6599.0,6599.5,879152
2018-06-15T01:32:00.000Z,6599.5,6599.5,6598.5,6598.5,288630
2018-06-15T01:33:00.000Z,6598.5,6598.5,6587.0,6587.5,2817553
2018-06-15T01:34:00.000Z,6587.5,6593.5,6587.5,6592.5,2788043
2018-06-15T01:35:00.000Z,6592.5,6593.0,6592.5,6593.0,651925
2018-06-15T01:36:00.000Z,6593.0,6596.0,6592.5,6596.0,1339241
2018-06-15T01:37:00.000Z,6596.0,6596.5,6596.0,6596.5,334431
2018-06-15T01:38:00.000Z,6596.5,6596.5,6590.0,6590.0,1265449
2018-06-15T01:39:00.000Z,6590.0,6594.5,6589.0,6594.0,2188034
2018-06-15T01:40:00.000Z,6594.0,6594.0,6592.5,6593.0,477982
2018-06-15T01:41:00.000Z,6593.0,6592.5,6577.0,6577.0,4725850
2018-06-15T01:42:00.000Z,6577.0,6580.0,6557.0,6580.0,13457202
2018-06-15T01:43:00.000Z,6580.0,6591.0,6579.5,6590.5,3055453
2018-06-15T01:44:00.000Z,6590.5,6591.5,6585.0,6585.5,1224278
2018-06-15T01:45:00.000Z,6585.5,6585.5,6577.5,6585.5,2482828
2018-06-15T01:46:00.000Z,6585.5,6587.0,6585.0,6585.0,1175501
2018-06-15T01:47:00.000Z,6585.0,6585.5,6571.0,6571.0,1543877
2018-06-15T01:48:00.000Z,6571.0,6581.0,6570.5,6575.5,2152808
2018-06-15T01:49:00.000Z,6575.5,6578.5,6571.0,6578.0,2324276
2018-06-15T01:50:00.000Z,6578.0,6578.5,6572.5,6572.5,945656
2018-06-15T01:51:00.000Z,6572.5,6573.0,6571.0,6571.0,620107
2018-06-15T01:52:00.000Z,6571.0,6571.5,6562.5,6571.5,3863874
2018-06-15T01:53:00.000Z,6571.5,6571.5,6571.0,6571.5,1628914
2018-06-15T01:54:00.000Z,6571.5,6587.0,6571.0,6584.5,4319896
2018-06-15T01:55:00.000Z,6584.5,6593.5,6584.5,6591.5,5458586
2018-06-15T01:56:00.000Z,6591.5,6592.5,6589.5,6592.5,1419199
2018-06-15T01:57:00.000Z,6592.5,6595.0,6593.0,6594.0,1434366
2018-06-15T01:58:00.000Z,6594.0,6594.5,6591.0,6591.0,791791
2018-06-15T01:59:00.000Z,6591.0,6591.5,6591.0,6591.5,276077
2018-06-15T02:00:00.000Z,6591.5,6591.5,6591.0,6591.0,316620
2018-06-15T02:01:00.000Z,6591.0,6591.5,6588.5,6588.5,821324
2018-06-15T02:02:00.000Z,6588.5,6589.0,6588.0,6588.0,270802
2018-06-15T02:03:00.000Z,6588.0,6588.5,6585.0,6585.0,916417
2018-06-15T02:04:00.000Z,6585.0,6587.0,6584.5,6584.5,635727
2018-06-15T02:05:00.000Z,6584.5,6585.0,6582.0,6582.0,471656
2018-06-15T02:06:00.000Z,6582.0,6582.5,6575.5,6575.5,1238882
2018-06-15T02:07:00.000Z,6575.5,6577.0,6575.5,6577.0,972836
2018-06-15T02:08:00.000Z,6577.0,6577.0,6576.5,6577.0,535065
2018-06-15T02:09:00.000Z,6577.0,6577.0,6576.0,6576.0,1161925
2018-06-15T02:10:00.000Z,6576.0,6576.0,6571.0,6571.0,1010526
2018-06-15T02:11:00.000Z,6571.0,6571.5,6571.0,6571.0,921875
2018-06-15T02:12:00.000Z,6571.0,6571.5,6571.0,6571.5,866188
2018-06-15T02:13:00.000Z,6571.5,6572.0,6571.0,6571.5,1412662
2018-06-15T02:14:00.000Z,6571.5,6577.5,6571.5,6576.0,2298140
2018-06-15T02:15:00.000Z,6576.0,6576.5,6576.0,6576.5,142007
2018-06-15T02:16:00.000Z,6576.5,6577.5,6576.0,6577.5,543544
2018-06-15T02:17:00.000Z,6577.5,6577.5,6577.0,6577.5,408344
2018-06-15T02:18:00.000Z,6577.5,6580.5,6577.0,6580.5,1483635
2018-06-15T02:19:00.000Z,6580.5,6580.5,6578.5,6578.5,558951
2018-06-15T02:20:00.000Z,6578.5,6579.0,6577.0,6577.5,341924
2018-06-15T02:21:00.000Z,6577.5,6577.5,6571.0,6571.5,1187618
2018-06-15T02:22:00.000Z,6571.5,6571.5,6571.0,6571.5,277501
2018-06-15T02:23:00.000Z,6571.5,6575.0,6571.0,6575.0,728804
2018-06-15T02:24:00.000Z,6575.0,6575.0,6571.0,6571.0,870795
2018-06-15T02:25:00.000Z,6571.0,6571.5,6563.5,6570.5,2393277
2018-06-15T02:26:00.000Z,6570.5,6570.5,6565.0,6565.0,1114519
2018-06-15T02:27:00.000Z,6565.0,6565.0,6563.0,6563.5,949696
2018-06-15T02:28:00.000Z,6563.5,6569.5,6563.0,6565.0,1039421
2018-06-15T02:29:00.000Z,6565.0,6565.0,6556.5,6557.0,4096187
2018-06-15T02:30:00.000Z,6557.0,6563.5,6556.5,6559.5,1611901
2018-06-15T02:31:00.000Z,6559.5,6568.0,6559.5,6565.5,2123345
2018-06-15T02:32:00.000Z,6565.5,6566.5,6564.5,6566.5,910589
2018-06-15T02:33:00.000Z,6566.5,6577.0,6566.0,6577.0,2643428
2018-06-15T02:34:00.000Z,6577.0,6579.5,6574.5,6578.0,2042077
2018-06-15T02:35:00.000Z,6578.0,6578.5,6577.5,6578.0,468621
2018-06-15T02:36:00.000Z,6578.0,6581.0,6578.0,6581.0,1750027
2018-06-15T02:37:00.000Z,6581.0,6584.0,6580.5,6583.5,2075053
2018-06-15T02:38:00.000Z,6583.5,6589.0,6583.0,6585.0,2659418
2018-06-15T02:39:00.000Z,6585.0,6585.0,6577.5,6580.0,2073422
2018-06-15T02:40:00.000Z,6580.0,6581.5,6579.5,6581.5,725463
2018-06-15T02:41:00.000Z,6581.5,6582.0,6581.0,6582.0,226769
2018-06-15T02:42:00.000Z,6582.0,6582.0,6581.5,6581.5,146904
2018-06-15T02:43:00.000Z,6581.5,6582.0,6581.5,6582.0,82438
2018-06-15T02:44:00.000Z,6582.0,6582.0,6578.0,6578.0,890912
2018-06-15T02:45:00.000Z,6578.0,6578.0,6576.0,6576.0,1070895
2018-06-15T02:46:00.000Z,6576.0,6576.5,6571.5,6572.0,726111
2018-06-15T02:47:00.000Z,6572.0,6574.5,6571.5,6574.0,1648042
